Gene	Symbol
ARAP3	ARAP3
PCDH1	PCDH1
DELE1	DELE1
PCDH12	PCDH12
RNF14	RNF14
GNPDA1	GNPDA1
NDFIP1	NDFIP1
SPRY4	SPRY4
SPRY4-AS1	SPRY4-AS1
FGF1	FGF1
LINC01844	SPRY4-AS1
AC005592.2	SPRY4-AS1
ARHGAP26	ARHGAP26
ARHGAP26-AS1	ARHGAP26-AS1
ARHGAP26-IT1	ARHGAP26-IT1
NR3C1	NR3C1
HMHB1	HMHB1
YIPF5	YIPF5
KCTD16	KCTD16
PRELID2	PRELID2
GRXCR2	GRXCR2
SH3RF2	SH3RF2
PLAC8L1	PLAC8L1
LARS	LARS1
RBM27	RBM27
POU4F3	POU4F3
TCERG1	TCERG1
GPR151	GPR151
PPP2R2B	PPP2R2B
PPP2R2B-IT1	PPP2R2B-IT1
STK32A-AS1	STK32A-AS1
STK32A	STK32A
DPYSL3	DPYSL3
JAKMIP2-AS1	JAKMIP2-AS1
JAKMIP2	JAKMIP2
SPINK1	SPINK1
SCGB3A2	SCGB3A2
C5orf46	C5orf46
SPINK5	SPINK5
SPINK14	SPINK14
SPINK6	SPINK6
MARCOL	MARCOL
SPINK13	SPINK13
SPINK7	SPINK7
SPINK9	SPINK9
FBXO38	FBXO38
HTR4	HTR4
ADRB2	ADRB2
SH3TC2	SH3TC2
SH3TC2-DT	SH3TC2-DT
ABLIM3	ABLIM3
AFAP1L1	AFAP1L1
GRPEL2	GRPEL2
GRPEL2-AS1	GRPEL2-AS1
PCYOX1L	PCYOX1L
IL17B	IL17B
CARMN	CARMN
CSNK1A1	CSNK1A1
ARHGEF37	ARHGEF37
PPARGC1B	PPARGC1B
PDE6A	PDE6A
SLC26A2	SLC26A2
TIGD6	TIGD6
HMGXB3	HMGXB3
CSF1R	CSF1R
PDGFRB	PDGFRB
CDX1	CDX1
SLC6A7	SLC6A7
CAMK2A	CAMK2A
ARSI	ARSI
TCOF1	TCOF1
CD74	CD74
RPS14	RPS14
NDST1-AS1	NDST1-AS1
NDST1	NDST1
SYNPO	SYNPO
MYOZ3	MYOZ3
RBM22	RBM22
DCTN4	DCTN4
SMIM3	SMIM3
IRGM	IRGM
ZNF300	ZNF300
GPX3	GPX3
TNIP1	TNIP1
ANXA6	ANXA6
CCDC69	CCDC69
GM2A	GM2A
SLC36A3	SLC36A3
SLC36A2	SLC36A2
SLC36A1	SLC36A1
FAT2	FAT2
SPARC	SPARC
CLMAT3	CLMAT3
ATOX1	ATOX1
G3BP1	G3BP1
GLRA1	GLRA1
LINC01933	LINC01933
NMUR2	NMUR2
LINC01470	LINC01470
GRIA1	GRIA1
LINC01861	LINC01861
FAM114A2	FAM114A2
MFAP3	MFAP3
GALNT10	GALNT10
SAP30L-AS1	SAP30L-AS1
SAP30L	SAP30L
HAND1	HAND1
LARP1	LARP1
FAXDC2	FAXDC2
CNOT8	CNOT8
GEMIN5	GEMIN5
MRPL22	MRPL22
KIF4B	KIF4B
SGCD	SGCD
PPP1R2B	PPP1R2B
TIMD4	TIMD4
HAVCR1	HAVCR1
HAVCR2	HAVCR2
MED7	MED7
ITK	ITK
FAM71B	GARIN3
CYFIP2	CYFIP2
FNDC9	FNDC9
ADAM19	ADAM19
NIPAL4	NIPAL4
SOX30	SOX30
C5orf52	C5orf52
THG1L	THG1L
LSM11	LSM11
CLINT1	CLINT1
LINC02227	LINC02227
EBF1	EBF1
LINC02202	LINC02202
RNF145	RNF145
LINC01932	LINC01932
UBLCP1	UBLCP1
IL12B	IL12B
LINC01845	LINC01845
LINC01847	LINC01847
ADRA1B	ADRA1B
TTC1	TTC1
PWWP2A	PWWP2A
FABP6	FABP6
CCNJL	CCNJL
C1QTNF2	C1QTNF2
ZBED8	FAM200C
SLU7	SLU7
PTTG1	PTTG1
MIR3142HG	MIR3142HG
ATP10B	ATP10B
LINC02159	LINC02159
GABRB2	GABRB2
GABRA6	GABRA6
GABRA1	GABRA1
LINC01202	LINC01202
GABRG2	GABRG2
CCNG1	CCNG1
NUDCD2	NUDCD2
HMMR	HMMR
HMMR-AS1	HMMR-AS1
MAT2B	MAT2B
LINC02143	LINC02143
LINC01938	LINC01938
LINC01947	LINC01947
TENM2	TENM2
WWC1	WWC1
RARS	RARS1
FBLL1	FBLL1
PANK3	PANK3
SLIT3	SLIT3
SPDL1	SPDL1
DOCK2	DOCK2
INSYN2B	INSYN2B
FOXI1	FOXI1
LINC01187	LINC01187
C5orf58	C5orf58
LCP2	LCP2
LINC01366	LINC01366
KCNIP1	KCNIP1
KCNMB1	KCNMB1
GABRP	GABRP
RANBP17	RANBP17
TLX3	TLX3
OR4F3	OR4F3
DUSP22	DUSP22
IRF4	IRF4
EXOC2	EXOC2
HUS1B	HUS1B
LINC01622	LINC01622
FOXQ1	FOXQ1
LINC01394	FOXF2-AS1
FOXF2	FOXF2
FOXCUT	FOXCUT
FOXC1	FOXC1
GMDS	GMDS
GMDS-DT	GMDS-DT
LINC02521	LINC02521
LINC01600	LINC01600
MYLK4	MYLK4
WRNIP1	WRNIP1
SERPINB1	SERPINB1
SERPINB9P1	SERPINB9P1
SERPINB9	SERPINB9
SERPINB6	SERPINB6
LINC01011	LINC01011
NQO2	NQO2
RIPK1	RIPK1
BPHL	BPHL
TUBB2A	TUBB2A
LINC02525	LINC02525
TUBB2B	TUBB2B
PSMG4	PSMG4
SLC22A23	SLC22A23
PXDC1	PXDC1
FAM50B	FAM50B
AL590004.3	TGILR
PRPF4B	PRPF4BP1
FAM217A	FAM217A
C6orf201	TEX56P
ECI2	ECI2
LINC02533	LINC02533
CDYL	CDYL
RPP40	RPP40
PPP1R3G	PPP1R3G
LYRM4	LYRM4
FARS2	FARS2
NRN1	NRN1
F13A1	F13A1
LY86-AS1	LY86-AS1
LY86	LY86
RREB1	RREB1
SSR1	SSR1
CAGE1	CAGE1
RIOK1	RIOK1
DSP	DSP
SNRNP48	SNRNP48
BMP6	BMP6
TXNDC5	TXNDC5
BLOC1S5	BLOC1S5
EEF1E1	EEF1E1
SLC35B3	SLC35B3
HULC	HULC
TFAP2A	TFAP2A
TFAP2A-AS2	TFAP2A-AS2
TFAP2A-AS1	TFAP2A-AS1
LINC00518	LINC00518
MIR5689HG	MIR5689HG
LINC02522	LINC02522
GCNT2	GCNT2
C6orf52	C6orf52
PAK1IP1	PAK1IP1
TMEM14C	TMEM14C
TMEM14B	TMEM14B
MAK	MAK
GCM2	GCM2
SYCP2L	SYCP2L
ELOVL2	ELOVL2
ELOVL2-AS1	ELOVL2-AS1
SMIM13	SMIM13
ERVFRD-1	ERVFRD-1
NEDD9	NEDD9
TMEM170B	TMEM170B
ADTRP	ADTRP
HIVEP1	HIVEP1
EDN1	EDN1
LINC02530	LINC02530
PHACTR1	PHACTR1
TBC1D7	TBC1D7
GFOD1	GFOD1
GFOD1-AS1	GFOD1-AS1
SIRT5	SIRT5
NOL7	NOL7
RANBP9	RANBP9
MCUR1	MCUR1
RNF182	RNF182
CD83	CD83
LINC01108	LINC01108
JARID2	JARID2
JARID2-AS1	JARID2-AS1
DTNBP1	DTNBP1
LINC02543	LINC02543
MYLIP	MYLIP
GMPR	GMPR
ATXN1	ATXN1
AL137003.1	ATXN1-AS1
STMND1	STMND1
RBM24	RBM24
CAP2	CAP2
FAM8A1	FAM8A1
NUP153	NUP153
KIF13A	KIF13A
NHLRC1	NHLRC1
TPMT	TPMT
KDM1B	KDM1B
DEK	DEK
RNF144B	RNF144B
MIR548A1HG	MIR548A1HG
ID4	ID4
MBOAT1	MBOAT1
E2F3	E2F3
E2F3-IT1	E2F3-IT1
CDKAL1	CDKAL1
LINC00581	LINC00581
SOX4	SOX4
CASC15	CASC15
NBAT1	NBAT1
PRL	PRL
HDGFL1	HDGFL1
NRSN1	NRSN1
DCDC2	DCDC2
KAAG1	KAAG1
MRS2	MRS2
GPLD1	GPLD1
ALDH5A1	ALDH5A1
KIAA0319	KIAA0319
TDP2	TDP2
ACOT13	ACOT13
C6orf62	C6orf62
LINC02828	LINC02828
GMNN	GMNN
ARMH2	ARMH2
RIPOR2	RIPOR2
CARMIL1	CARMIL1
SCGN	SCGN
HIST1H2AA	H2AC1
HIST1H2BA	H2BC1
SLC17A4	SLC17A4
SLC17A1	SLC17A1
SLC17A3	SLC17A3
SLC17A2	SLC17A2
TRIM38	TRIM38
HIST1H1A	H1-1
HIST1H3A	H3C1
HIST1H4A	H4C1
HIST1H4B	H4C2
HIST1H3B	H3C2
HIST1H2AB	H2AC4
HIST1H2BB	H2BC3
HIST1H3C	H3C3
HIST1H1C	H1-2
HFE	HFE
HIST1H4C	H4C3
HIST1H1T	H1-6
HIST1H2BC	H2BC4
HIST1H2AC	H2AC6
HIST1H1E	H1-4
HIST1H2BD	H2BC5
AL353759.1	H2BC6-AS1
HIST1H2BE	H2BC6
HIST1H4D	H4C4
HIST1H3D	H3C4
DDX39B	DDX39B
DDX39B-AS1	DDX39B-AS1
ATP6V1G2	ATP6V1G2
NFKBIL1	NFKBIL1
LTA	LTA
TNF	TNF
LTB	LTB
LST1	LST1
NCR3	NCR3
AIF1	AIF1
PRRC2A	PRRC2A
BAG6	BAG6
APOM	APOM
C6orf47	C6orf47
C6orf47-AS1	C6orf47-AS1
GPANK1	GPANK1
CSNK2B	CSNK2B
LY6G5B	LY6G5B
LY6G5C	LY6G5C
ABHD16A	ABHD16A
LY6G6F	LY6G6F
LY6G6E	LY6G6E
LY6G6D	LY6G6D
MPIG6B	MPIG6B
LY6G6C	LY6G6C
DDAH2	DDAH2
CLIC1	CLIC1
MSH5	MSH5
SAPCD1	SAPCD1
SAPCD1-AS1	SAPCD1-AS1
VWA7	VWA7
VARS	VARS1
LSM2	LSM2
HSPA1L	HSPA1L
HSPA1A	HSPA1A
HSPA1B	HSPA1B
SNHG32	SNHG32
NEU1	NEU1
SLC44A4	SLC44A4
EHMT2-AS1	EHMT2-AS1
EHMT2	EHMT2
C2	C2
ZBTB12	ZBTB12
C2-AS1	C2-AS1
CFB	CFB
NELFE	NELFE
SKIV2L	SKIC2
DXO	DXO
STK19	WHR1
C4A	C4A
C4A-AS1	C4A-AS1
C4B	C4B
C4B-AS1	C4B-AS1
CYP21A2	CYP21A2
TNXB	TNXB
ATF6B	ATF6B
FKBPL	FKBPL
PRRT1	PRRT1
PPT2	PPT2
EGFL8	EGFL8
AGPAT1	AGPAT1
RNF5	RNF5
AGER	AGER
PBX2	PBX2
GPSM3	GPSM3
NOTCH4	NOTCH4
TSBP1-AS1	TSBP1-AS1
TSBP1	TSBP1
BTNL2	BTNL2
HLA-DRA	HLA-DRA
HLA-DRB5	HLA-DRB5
HLA-DRB1	HLA-DRB1
HLA-DQA1	HLA-DQA1-AS1
HLA-DQB1	HLA-DQB1-AS1
HLA-DQB1-AS1	HLA-DQB1-AS1
HLA-DQA2	HLA-DQA2
HLA-DQB2	HLA-DQB2
HLA-DOB	HLA-DOB
TAP2	TAP2
PSMB8	PSMB8
PSMB8-AS1	PSMB8-AS1
PSMB9	PSMB9
TAP1	TAP1
HLA-DMB	HLA-DMB
HLA-DMA	HLA-DMA
BRD2	BRD2
HLA-DOA	HLA-DOA
HLA-DPA1	HLA-DPA1
HLA-DPB1	HLA-DPB1
HCG24	HCG24
COL11A2	COL11A2
RXRB	RXRB
SLC39A7	SLC39A7
HSD17B8	HSD17B8
RING1	RING1
HCG25	HCG25
VPS52	VPS52
RPS18	RPS18
B3GALT4	B3GALT4
WDR46	WDR46
PFDN6	PFDN6
RGL2	RGL2
TAPBP	TAPBP
ZBTB22	ZBTB22
DAXX	DAXX
SMIM40	SMIM40
KIFC1	KIFC1
PHF1	PHF1
CUTA	CUTA
SYNGAP1	SYNGAP1
SYNGAP1-AS1	SYNGAP1-AS1
ZBTB9	ZBTB9
BAK1	BAK1
LINC00336	LINC00336
ITPR3	ITPR3
UQCC2	UQCC2
IP6K3	IP6K3
LEMD2	LEMD2
MLN	MLN
LINC01016	LINC01016
GRM4	GRM4
HMGA1	HMGA1
SMIM29	SMIM29
NUDT3	NUDT3
RPS10-NUDT3	RPS10-NUDT3
RPS10	RPS10
PACSIN1	PACSIN1
SPDEF	SPDEF
ILRUN	ILRUN
SNRPC	SNRPC
UHRF1BP1	BLTP3A
TAF11	TAF11
ANKS1A	ANKS1A
TCP11	TCP11
SCUBE3	SCUBE3
Z97832.2	SCUBE3-AS1
ZNF76	ZNF76
DEF6	DEF6
PPARD	PPARD
FANCE	FANCE
RPL10A	RPL10A
TEAD3	TEAD3
TULP1	TULP1
FKBP5	FKBP5
ARMC12	ARMC12
CLPSL2	CLPSL2
CLPSL1	CLPSL1
CLPS	CLPS
LHFPL5	LHFPL5
SRPK1	SRPK1
SLC26A8	SLC26A8
MAPK14	MAPK14
MAPK13	MAPK13
BRPF3	BRPF3
PNPLA1	PNPLA1
BNIP5	BNIP5
ETV7	ETV7
PXT1	PXT1
KCTD20	KCTD20
STK38	STK38
SRSF3	SRSF3
PANDAR	PANDAR
CDKN1A	CDKN1A
DINOL	DINOL
RAB44	RAB44
CPNE5	CPNE5
PPIL1	PPIL1
C6orf89	C6orf89
PI16	PI16
MTCH1	MTCH1
FGD2	FGD2
PIM1	PIM1
TMEM217	TMEM217
TBC1D22B	TBC1D22B
RNF8	RNF8
CMTR1	CMTR1
CCDC167	CCDC167
LINC02520	LINC02520
MDGA1	MDGA1
ZFAND3	ZFAND3
BTBD9	BTBD9
BTBD9-AS1	BTBD9-AS1
GLO1	GLO1
DNAH8	DNAH8
GLP1R	GLP1R
SAYSD1	SAYSD1
KCNK5	KCNK5
KCNK17	KCNK17
KCNK16	KCNK16
KIF6	KIF6
DAAM2	DAAM2
MOCS1	MOCS1
TDRG1	TDRG1
LINC00951	LINC00951
LRFN2	LRFN2
UNC5CL	UNC5CL
OARD1	OARD1
TSPO2	TSPO2
APOBEC2	APOBEC2
NFYA	NFYA
TREML1	TREML1
TREM2	TREM2
TREML2	TREML2
TREML4	TREML4
TREM1	TREM1
NCR2	NCR2
FOXP4-AS1	FOXP4-AS1
LINC01276	LINC01276
FOXP4	FOXP4
MDFI	MDFI
TFEB	TFEB
PGC	PGC
FRS3	FRS3
PRICKLE4	PRICKLE4
TOMM6	TOMM6
USP49	USP49
MED20	MED20
BYSL	BYSL
CCND3	CCND3
TAF8	TAF8
C6orf132	C6orf132
GUCA1A	GUCA1A
GUCA1B	GUCA1B
MRPS10	MRPS10
TRERF1	TRERF1
UBR2	UBR2
PRPH2	PRPH2
TBCC	TBCC
BICRAL	BICRAL
RPL7L1	RPL7L1
C6orf226	PEX39
PTCRA	PTCRA
CNPY3	CNPY3
GNMT	GNMT
PEX6	PEX6
PPP2R5D	PPP2R5D
MEA1	MEA1
KLHDC3	KLHDC3
RRP36	RRP36
CUL7	CUL7
KLC4	KLC4
MRPL2	MRPL2
PTK7	PTK7
SRF	SRF
CUL9	CUL9
DNPH1	DNPH1
TTBK1	TTBK1
SLC22A7	SLC22A7
CRIP3	CRIP3
ZNF318	ZNF318
ABCC10	ABCC10
DLK2	DLK2
LINC02549	LINC02549
AL391807.1	ADGRB3-DT
ADGRB3	ADGRB3
LMBRD1	LMBRD1
COL19A1	COL19A1
COL9A1	COL9A1
FAM135A	FAM135A
SDHAF4	SDHAF4
SMAP1	SMAP1
B3GAT2	B3GAT2
OGFRL1	OGFRL1
LINC00472	LINC00472
LINC01626	LINC01626
RIMS1	RIMS1
KCNQ5	KCNQ5
KCNQ5-IT1	KCNQ5-IT1
KCNQ5-AS1	KCNQ5-AS1
KHDC1L	KHDC1L
KHDC1	KHDC1
DPPA5	DPPA5
KHDC3L	KHDC3L
OOEP	OOEP
OOEP-AS1	OOEP-AS1
DDX43	DDX43
CGAS	CGAS
MTO1	MTO1
EEF1A1	EEF1A1
SLC17A5	SLC17A5
CD109	CD109
COL12A1	COL12A1
COX7A2	COX7A2
TMEM30A	TMEM30A-DT
FILIP1	FILIP1
SENP6	SENP6
MYO6	MYO6
IMPG1	IMPG1
LINC02540	LINC02540
HTR1B	HTR1B
MEI4	MEI4
IRAK1BP1	IRAK1BP1
PHIP	PHIP
HMGN3	HMGN3
HMGN3-AS1	HMGN3-AS1
LCAL1	LCAL1
LCA5	LCA5
SH3BGRL2	SH3BGRL2
LINC01621	LINC01621
ELOVL4	ELOVL4
TTK	TTK
BCKDHB	BCKDHB
TENT5A	TENT5A
LINC01526	LINC01526
LINC02542	LINC02542
IBTK	IBTK
TPBG	TPBG
UBE3D	UBE3D
DOP1A	DOP1A
PGM3	PGM3
RWDD2A	RWDD2A
ME1	ME1
PRSS35	PRSS35
SNAP91	SNAP91
RIPPLY2	RIPPLY2
CYB5R4	CYB5R4
LINC02857	LINC02857
MRAP2	MRAP2
CEP162	CEP162
LINC01611	LINC01611
TBX18	TBX18
TBX18-AS1	TBX18-AS1
LINC02535	LINC02535
NT5E	NT5E
SNX14	SNX14
SYNCRIP	SYNCRIP
SNHG5	SNHG5
HTR1E	HTR1E
CGA	CGA
ZNF292	ZNF292
GJB7	GJB7
SMIM8	SMIM8
C6orf163	C6orf163
CFAP206	CFAP206
SLC35A1	SLC35A1
RARS2	RARS2
ORC3	ORC3
AKIRIN2	AKIRIN2
SPACA1	SPACA1
CNR1	CNR1
RNGTT	RNGTT
PNRC1	PNRC1
SRSF12	SRSF12
PM20D2	PM20D2
GABRR1	GABRR1
GABRR2	GABRR2
UBE2J1	UBE2J1
RRAGD	RRAGD
ANKRD6	ANKRD6
LYRM2	LYRM2
MDN1	MDN1
CASP8AP2	CASP8AP2
GJA10	GJA10
BACH2	BACH2
MAP3K7	MAP3K7
CASC6	CASC6
LINC02531	LINC02531
EPHA7	EPHA7
MANEA-DT	MANEA-DT
MANEA	MANEA
FUT9	FUT9
UFL1-AS1	UFL1-AS1
UFL1	UFL1
FHL5	FHL5
GPR63	GPR63
NDUFAF4	NDUFAF4
KLHL32	KLHL32
MMS22L	MMS22L
POU3F2	POU3F2
FBXL4	FBXL4
FAXC	FAXC
COQ3	COQ3
PNISR	PNISR
USP45	USP45
TSTD3	TSTD3
CCNC	CCNC
PRDM13	PRDM13
MCHR2	MCHR2
MCHR2-AS1	MCHR2-AS1
SIM1	SIM1
ASCC3	ASCC3
GRIK2	GRIK2
HACE1	HACE1
LIN28B-AS1	LIN28B-AS1
LIN28B	LIN28B
BVES	POPDC1-AS1
BVES-AS1	POPDC1-AS1
POPDC3	POPDC3
PREP	PREP
LINC02836	LINC02836
PRDM1	PRDM1
ATG5	ATG5
CRYBG1	CRYBG1
RTN4IP1	RTN4IP1
QRSL1	QRSL1
LINC02526	LINC02526
LINC02532	LINC02532
CD24	CD24
MTRES1	MTRES1
BEND3	BEND3
PDSS2	PDSS2
SOBP	SOBP
SCML4	SCML4
SEC63	SEC63
OSTM1	OSTM1
OSTM1-AS1	OSTM1-AS1
NR2E1	NR2E1
SNX3	SNX3
AFG1L	AFG1L
FOXO3	FOXO3
LINC00222	LINC00222
ARMC2	ARMC2
ARMC2-AS1	ARMC2-AS1
SESN1	SESN1
CEP57L1	CEP57L1
CD164	CD164
PPIL6	PPIL6
SMPD2	SMPD2
MICAL1	MICAL1
ZBTB24	ZBTB24
AK9	AK9
FIG4	FIG4
GPR6	GPR6
WASF1	WASF1
CDC40	CDC40
METTL24	METTL24
DDO	DDO
SLC22A16	SLC22A16
CDK19	CDK19
AMD1	AMD1
GTF3C6	GTF3C6
RPF2	RPF2
SLC16A10	SLC16A10
MFSD4B	SLC60A2-DT
REV3L	REV3L
REV3L-IT1	REV3L-IT1
TRAF3IP2-AS1	TRAF3IP2-AS1
TRAF3IP2	TRAF3IP2
FYN	FYN
LINC02527	LINC02527
HBS1L	HBS1L
MYB-AS1	MYB-AS1
AHI1	AHI1
LINC00271	AHI1-DT
PDE7B	PDE7B
MTFR2	MTFR2
BCLAF1	BCLAF1
MAP7	MAP7
MAP3K5	MAP3K5
PEX7	PEX7
SLC35D3	SLC35D3
IL20RA	IL20RA
IL22RA2	IL22RA2
IFNGR1	IFNGR1
OLIG3	OLIG3
LINC02539	LINC02539
WAKMAR2	WAKMAR2
TNFAIP3	TNFAIP3
LINC02528	SIMALR
PERP	PERP
ARFGEF3	ARFGEF3
PBOV1	PBOV1
SMIM28	SMIM28
HEBP2	HEBP2
NHSL1	NHSL1
GVQW2	CCDC28A-AS1
CCDC28A	CCDC28A
ECT2L	ECT2L
REPS1	REPS1
ABRACL	ABRACL
HECA	HECA
TXLNB	TXLNB
CITED2	CITED2
LINC01625	LINC01625
FILNC1	FILNC1
NMBR	NMBR
NMBR-AS1	NMBR-AS1
GJE1	GJE1
VTA1	VTA1
ADGRG6	ADGRG6
HIVEP2	HIVEP2
LINC01277	LINC01277
AIG1	AIG1
ADAT2	ADAT2
PEX3	PEX3
FUCA2	FUCA2
PHACTR2	PHACTR2
PHACTR2-AS1	PHACTR2-AS1
LTV1	LTV1
ZC2HC1B	ZC2HC1B
PLAGL1	PLAGL1
HYMAI	HYMAI
SF3B5	SF3B5
STX11	STX11
UTRN	UTRN
EPM2A	EPM2A
FBXO30	FBXO30
SHPRH	SHPRH
GRM1	GRM1
RAB32	RAB32
ADGB	ADGB
STXBP5-AS1	STXBP5-AS1
LUADT1	LUADT1
STXBP5	STXBP5
SAMD5	SAMD5
SASH1	SASH1
UST	UST
UST-AS1	UST-AS1
TAB2	TAB2
TAB2-AS1	TAB2-AS1
SUMO4	SUMO4
ZC3H12D	ZC3H12D
PPIL4	PPIL4
GINM1	GINM1
KATNA1	KATNA1
LATS1	LATS1
NUP43	NUP43
PCMT1	PCMT1
LRP11	LRP11
RAET1E	RAET1E
RAET1E-AS1	RAET1E-AS1
RAET1G	RAET1G
ULBP2	ULBP2
ULBP1	ULBP1
RAET1L	RAET1L
ULBP3	ULBP3
PPP1R14C	PPP1R14C
IYD	IYD
PLEKHG1	PLEKHG1
MTHFD1L	MTHFD1L
AKAP12	AKAP12
ZBTB2	ZBTB2
RMND1	RMND1
ARMT1	DCPH1
CCDC170	CCDC170
ESR1	ESR1
SYNE1	SYNE1
SYNE1-AS1	SYNE1-AS1
NANOGP11	NANOGP11
MYCT1	MYCT1
VIP	VIP
LINC02840	LINC02840
FBXO5	FBXO5
MTRF1L	MTRF1L
RGS17	RGS17
OPRM1	OPRM1
IPCEF1	IPCEF1
CNKSR3	CNKSR3
SCAF8	SCAF8
TIAM2	TIAM2
TFB1M	TFB1M
CLDN20	CLDN20
NOX3	NOX3
ARID1B	ARID1B
TMEM242	TMEM242
ZDHHC14	ZDHHC14
SNX9	SNX9
SYNJ2	SYNJ2
SYNJ2-IT1	SYNJ2-IT1
SERAC1	SERAC1
GTF2H5	GTF2H5
TULP4	TULP4
TMEM181	TMEM181
DYNLT1	DYNLT1
SYTL3	SYTL3
EZR	EZR
EZR-AS1	EZR-AS1
C6orf99	LINC02901
RSPH3	RSPH3
TAGAP	TAGAP
FNDC1	FNDC1
FNDC1-IT1	FNDC1-IT1
LINC02529	LINC02529
SOD2	SOD2
WTAP	WTAP
SOD2-OT1	SOD2-OT1
ACAT2	ACAT2
TCP1	TCP1
MRPL18	MRPL18
PNLDC1	PNLDC1
MAS1	MAS1
IGF2R	IGF2R
AIRN	AIRN
SLC22A1	SLC22A1
SLC22A2	SLC22A2
SLC22A3	SLC22A3
LPA	LPA
PLG	PLG
MAP3K4	MAP3K4
AGPAT4	AGPAT4
PRKN	PRKN
PACRG	PACRG
PACRG-AS2	PACRG-AS2
PACRG-AS3	PACRG-AS3
PACRG-AS1	PACRG-AS1
CAHM	CAHM
QKI	QKI
C6orf118	C6orf118
PDE10A	PDE10A
LINC00602	LINC00602
TBXT	TBXT
PRR18	PRR18
SFT2D1	SFT2D1
AC092171.5	LINC03073
FBXL18	FBXL18
ACTB	ACTB
FSCN1	FSCN1
RNF216	RNF216
RNF216-IT1	RNF216-IT1
OCM	OCM
CCZ1	CCZ1
RSPH10B	RSPH10B
PMS2	PMS2
AIMP2	AIMP2
EIF2AK1	EIF2AK1
ANKRD61	ANKRD61
USP42	USP42
CYTH3	CYTH3
FAM220A	FAM220A
RAC1	RAC1
DAGLB	DAGLB
KDELR2	KDELR2
GRID2IP	GRID2IP
ZDHHC4	ZDHHC4
C7orf26	INTS15
ZNF853	ZNF853
ZNF316	ZNF316
ZNF12	ZNF12
RSPH10B2	RSPH10B2
CCZ1B	CCZ1B
C1GALT1	C1GALT1
COL28A1	COL28A1
MIOS	MIOS
RPA3	RPA3
UMAD1	UMAD1
GLCCI1	GLCCI1
ICA1	ICA1
NXPH1	NXPH1
NDUFA4	COXFA4P1
PHF14	PHF14
THSD7A	THSD7A
TMEM106B	TMEM106B
VWDE	VWDE
SCIN	SCIN
ARL4A	ARL4A
ETV1	ETV1
DGKB	DGKB
AGMO	AGMO
MEOX2	MEOX2
LINC02587	LINC02587
CRPPA	CRPPA
CRPPA-AS1	CRPPA-AS1
SOSTDC1	SOSTDC1
LRRC72	LRRC72
ANKMY2	ANKMY2
BZW2	BZW2
TSPAN13	TSPAN13
AGR2	AGR2
AGR3	AGR3
AHR	AHR
SNX13	SNX13
PRPS1L1	PRPS1L1
HDAC9	HDAC9
TWIST1	TWIST1
FERD3L	FERD3L
TWISTNB	POLR1F
TMEM196	TMEM196
MACC1	MACC1
MACC1-AS1	MACC1-AS1
ITGB8	ITGB8
ABCB5	ABCB5
SP8	SP8
LINC01162	LINC01162
SP4	SP4
DNAH11	DNAH11
CDCA7L	CDCA7L
RAPGEF5	RAPGEF5
STEAP1B	STEAP1B
IL6	IL6
TOMM7	TOMM7
SNHG26	SNHG26
FAM126A	HYCC1
KLHL7-DT	KLHL7-DT
KLHL7	KLHL7
NUP42	NUP42
GPNMB	GPNMB
MALSU1	MALSU1
IGF2BP3	IGF2BP3
TRA2A	TRA2A
CCDC126	CCDC126
FAM221A	FAM221A
STK31	STK31
NPY	NPY
MPP6	PALS2
GSDME	GSDME
OSBPL3	OSBPL3
CYCS	CYCS
C7orf31	SPMIP4
NPVF	NPVF
AC005165.1	LINC03007
NFE2L3	NFE2L3
HNRNPA2B1	HNRNPA2B1
CBX3	CBX3
SNX10	SNX10
KIAA0087	KIAA0087
LINC02860	LINC02860
SKAP2	SKAP2
HOXA1	HOXA1
HOTAIRM1	HOTAIRM1
HOXA2	HOXA2
HOXA3	HOXA3
HOXA-AS2	HOXA-AS2
HOXA4	HOXA4
HOXA-AS3	HOXA-AS3
HOXA5	HOXA5
HOXA6	HOXA6
HOXA7	HOXA7
HOXA9	HOXA9
HOXA10-AS	HOXA10-AS
HOXA10	HOXA10
HOXA11	HOXA11
HOXA11-AS	HOXA11-AS
HOXA13	HOXA13
HOTTIP	HOTTIP
EVX1-AS	EVX1-AS
EVX1	EVX1
HIBADH	HIBADH
TAX1BP1	TAX1BP1
JAZF1	JAZF1
JAZF1-AS1	JAZF1-AS1
CREB5	CREB5
TRIL	TRIL
CPVL	CPVL
CHN2	CHN2
PRR15	PRR15
WIPF3	WIPF3
SCRN1	SCRN1
FKBP14	FKBP14
PLEKHA8	PLEKHA8
MTURN	MTURN
ZNRF2	ZNRF2
LINC01176	LINC01176
NOD1	NOD1
GGCT	GGCT
GARS-DT	GARS1-DT
GARS	GARS1-DT
CRHR2	CRHR2
INMT	INMT
MINDY4	MINDY4
AQP1	AQP1
GHRHR	GHRHR
ADCYAP1R1	ADCYAP1R1
NEUROD6	NEUROD6
ITPRID1	ITPRID1
PPP1R17	PPP1R17
PDE1C	PDE1C
LSM5	LSM5
AVL9	AVL9
LINC00997	LINC00997
KBTBD2	KBTBD2
FKBP9	FKBP9
NT5C3A	NT5C3A
RP9	RP9
BBS9	BBS9
BMPER	BMPER
NPSR1-AS1	NPSR1-AS1
NPSR1	NPSR1
DPY19L1	DPY19L1
TBX20	TBX20
